sourcetitle-abbrev,citation_title,language,category,year
Biomass Convers. Biorefinery,ionic liquid-based microwave-assisted extraction protein nannochloropsis sp. biomass,eng,RenewableEnergy,2023
J. Med. Assoc. Thailand,extracorporeal membrane oxygenation versus conventional ventilator support covid-19 patient acute respiratory distress syndrome,eng,MedicalResearch,2023
J. Med. Assoc. Thailand,extracorporeal membrane oxygenation versus conventional ventilator support covid-19 patient acute respiratory distress syndrome,eng,HealthandWellness,2023
Kasetsart J. Soc. Sci.,across-sectional study prevalence thai adolescent depression,eng,HealthandWellness,2023
Kasetsart J. Soc. Sci.,across-sectional study prevalence thai adolescent depression,eng,EducationandSocialSciences,2023
Int J Hydrogen Energy,dft study vanadium affect hydrogen storage kinetics magnesium nickel hydride,eng,RenewableEnergy,2023
Int J Hydrogen Energy,dft study vanadium affect hydrogen storage kinetics magnesium nickel hydride,eng,MaterialsScience,2023
Int J Hydrogen Energy,dft study vanadium affect hydrogen storage kinetics magnesium nickel hydride,eng,ChemicalEngineering,2023
Int J Hydrogen Energy,dft study vanadium affect hydrogen storage kinetics magnesium nickel hydride,eng,Nanotechnology,2023
Asian Biomed.,contemporary immunoassay hiv diagnosis: concise overview,eng,MedicalResearch,2023
Asian Biomed.,contemporary immunoassay hiv diagnosis: concise overview,eng,"Biotechnology,BioengineeringandLifeSciences",2023
Asian Biomed.,contemporary immunoassay hiv diagnosis: concise overview,eng,HealthandWellness,2023
J. Clin. Med.,finite element analysis mechanical performance non-restorable crownless primary molar restored intracoronal core-supported crowns: proposed treatment alternative extraction severe early childhood caries,eng,MedicalResearch,2023
J. Clin. Med.,finite element analysis mechanical performance non-restorable crownless primary molar restored intracoronal core-supported crowns: proposed treatment alternative extraction severe early childhood caries,eng,ComputationalTechnologies,2023
J. Clin. Med.,finite element analysis mechanical performance non-restorable crownless primary molar restored intracoronal core-supported crowns: proposed treatment alternative extraction severe early childhood caries,eng,HealthandWellness,2023
Sports,"cardiorespiratory, metabolic, performance change effect creatine caffeine supplementation glucose—electrolyte-based sport drinks: double-blind, placebo-controlled study",eng,HealthandWellness,2023
Sports,"cardiorespiratory, metabolic, performance change effect creatine caffeine supplementation glucose—electrolyte-based sport drinks: double-blind, placebo-controlled study",eng,MedicalResearch,2023
Sports,"cardiorespiratory, metabolic, performance change effect creatine caffeine supplementation glucose—electrolyte-based sport drinks: double-blind, placebo-controlled study",eng,AgricultureandFoodScience,2023
Transplant. Cell. Ther,effect autograft cd34+ dose outcome pediatric patient undergoing autologous hematopoietic stem cell transplant central nervous system tumor,eng,MedicalResearch,2023
Transplant. Cell. Ther,effect autograft cd34+ dose outcome pediatric patient undergoing autologous hematopoietic stem cell transplant central nervous system tumor,eng,"Biotechnology,BioengineeringandLifeSciences",2023
J. Build. Eng.,29si 27al nmr study structural transformation calcined kaolin residue-based geopolymer using low alkali activator content sustainable construction material,eng,MaterialsScience,2023
J. Build. Eng.,29si 27al nmr study structural transformation calcined kaolin residue-based geopolymer using low alkali activator content sustainable construction material,eng,RenewableEnergy,2023
J. Build. Eng.,29si 27al nmr study structural transformation calcined kaolin residue-based geopolymer using low alkali activator content sustainable construction material,eng,EnvironmentalScience,2023
Fuel,"performance sulfur poisoning sio2, γ-al2o3, sio2-al2o3-supported bimetallic pd-pt catalyst selective hydrogenation soybean oil-derived fatty acid methyl ester",eng,ChemicalEngineering,2023
Fuel,"performance sulfur poisoning sio2, γ-al2o3, sio2-al2o3-supported bimetallic pd-pt catalyst selective hydrogenation soybean oil-derived fatty acid methyl ester",eng,MaterialsScience,2023
Fuel,"performance sulfur poisoning sio2, γ-al2o3, sio2-al2o3-supported bimetallic pd-pt catalyst selective hydrogenation soybean oil-derived fatty acid methyl ester",eng,"Biotechnology,BioengineeringandLifeSciences",2023
Fuel,"performance sulfur poisoning sio2, γ-al2o3, sio2-al2o3-supported bimetallic pd-pt catalyst selective hydrogenation soybean oil-derived fatty acid methyl ester",eng,AgricultureandFoodScience,2023
Fuel,"performance sulfur poisoning sio2, γ-al2o3, sio2-al2o3-supported bimetallic pd-pt catalyst selective hydrogenation soybean oil-derived fatty acid methyl ester",eng,RenewableEnergy,2023
Eng. Appl. Sci. Res.,hexadecyltrimethylammonium-modified fly-ash zeolite sulfate removal treated coal-fired power plant effluent,eng,ChemicalEngineering,2023
Eng. Appl. Sci. Res.,hexadecyltrimethylammonium-modified fly-ash zeolite sulfate removal treated coal-fired power plant effluent,eng,EnvironmentalScience,2023
Eng. Appl. Sci. Res.,hexadecyltrimethylammonium-modified fly-ash zeolite sulfate removal treated coal-fired power plant effluent,eng,RenewableEnergy,2023
Eng. Appl. Sci. Res.,hexadecyltrimethylammonium-modified fly-ash zeolite sulfate removal treated coal-fired power plant effluent,eng,MaterialsScience,2023
Eng Comput,flexibility-based stress-driven nonlocal frame element: formulation application,eng,MaterialsScience,2023
Eng Comput,flexibility-based stress-driven nonlocal frame element: formulation application,eng,Nanotechnology,2023
Eng Comput,flexibility-based stress-driven nonlocal frame element: formulation application,eng,Physics,2023
J. Clin. Med.,effect two-generation exposure high-fat diet craniofacial morphology rat,eng,MedicalResearch,2023
J. Clin. Med.,effect two-generation exposure high-fat diet craniofacial morphology rat,eng,HealthandWellness,2023
J. Clin. Med.,effect two-generation exposure high-fat diet craniofacial morphology rat,eng,"Biotechnology,BioengineeringandLifeSciences",2023
Steel Compos. Struct.,hybrid ga-ann pso-ann method accurate prediction uniaxial compression capacity cfdst column,eng,ComputationalTechnologies,2023
Steel Compos. Struct.,hybrid ga-ann pso-ann method accurate prediction uniaxial compression capacity cfdst column,eng,MaterialsScience,2023
Steel Compos. Struct.,hybrid ga-ann pso-ann method accurate prediction uniaxial compression capacity cfdst column,eng,Engineering,2023
Adv. Sample Prep.,green chemistry method food analysis: overview sample preparation determination,eng,FoodScience,2023
Adv. Sample Prep.,green chemistry method food analysis: overview sample preparation determination,eng,ChemicalEngineering,2023
Adv. Sample Prep.,green chemistry method food analysis: overview sample preparation determination,eng,RenewableEnergy,2023
Sains Malays.,antiproliferative anti-tyrosinase activity propolis tetragonula laeviceps tetragonula pegdeni thailandaktiviti antiproliferasi dan anti-tirosinase propolis daripada tetragonula laeviceps dan tetragonula pegdeni di thailand,may,"Biotechnology,BioengineeringandLifeSciences",2023
Sains Malays.,antiproliferative anti-tyrosinase activity propolis tetragonula laeviceps tetragonula pegdeni thailandaktiviti antiproliferasi dan anti-tirosinase propolis daripada tetragonula laeviceps dan tetragonula pegdeni di thailand,may,MedicalResearch,2023
Sains Malays.,antiproliferative anti-tyrosinase activity propolis tetragonula laeviceps tetragonula pegdeni thailandaktiviti antiproliferasi dan anti-tirosinase propolis daripada tetragonula laeviceps dan tetragonula pegdeni di thailand,may,HealthandWellness,2023
Qual. Life Res.,quality adaptation procedure psychometric property scale oral health outcome 5-year-old child (soho-5): systematic review,eng,MedicalResearch,2023
Qual. Life Res.,quality adaptation procedure psychometric property scale oral health outcome 5-year-old child (soho-5): systematic review,eng,HealthandWellness,2023
Qual. Life Res.,quality adaptation procedure psychometric property scale oral health outcome 5-year-old child (soho-5): systematic review,eng,EducationandSocialSciences,2023
Breastfeeding Med.,association breastfeeding reduced distal sensory polyneuropathy postmenopausal woman aged 40-70 years: analysis data 1999-2004 national health nutrition examination survey,eng,MedicalResearch,2023
Breastfeeding Med.,association breastfeeding reduced distal sensory polyneuropathy postmenopausal woman aged 40-70 years: analysis data 1999-2004 national health nutrition examination survey,eng,HealthandWellness,2023
Breastfeeding Med.,association breastfeeding reduced distal sensory polyneuropathy postmenopausal woman aged 40-70 years: analysis data 1999-2004 national health nutrition examination survey,eng,"Biotechnology,BioengineeringandLifeSciences",2023
Mater High Temp,fabrication ni-co film enhancing high-temperature corrosion resistance interconnects solid oxide fuel cell (sofcs),eng,MaterialsScience,2023
Mater High Temp,fabrication ni-co film enhancing high-temperature corrosion resistance interconnects solid oxide fuel cell (sofcs),eng,ChemicalEngineering,2023
Mater High Temp,fabrication ni-co film enhancing high-temperature corrosion resistance interconnects solid oxide fuel cell (sofcs),eng,RenewableEnergy,2023
Nutrients,"gender expression, weight status, risk experiencing eating disorder among gender-diverse adult assigned male birth bangkok, thailand",eng,HealthandWellness,2023
Nutrients,"gender expression, weight status, risk experiencing eating disorder among gender-diverse adult assigned male birth bangkok, thailand",eng,EducationandSocialSciences,2023
Sci. Rep.,"intradermal needle-free injection prevents african swine fever transmission, intramuscular needle injection",eng,MedicalResearch,2023
Sci. Rep.,"intradermal needle-free injection prevents african swine fever transmission, intramuscular needle injection",eng,"Biotechnology,BioengineeringandLifeSciences",2023
Sci. Rep.,"intradermal needle-free injection prevents african swine fever transmission, intramuscular needle injection",eng,AgricultureandFoodScience,2023
Nanomaterials,photocatalytic conversion carbon dioxide fuel using titanium dioxide nanosheets/graphene oxide heterostructure photocatalyst,eng,RenewableEnergy,2023
Nanomaterials,photocatalytic conversion carbon dioxide fuel using titanium dioxide nanosheets/graphene oxide heterostructure photocatalyst,eng,MaterialsScience,2023
Nanomaterials,photocatalytic conversion carbon dioxide fuel using titanium dioxide nanosheets/graphene oxide heterostructure photocatalyst,eng,ChemicalEngineering,2023
Nanomaterials,photocatalytic conversion carbon dioxide fuel using titanium dioxide nanosheets/graphene oxide heterostructure photocatalyst,eng,Nanotechnology,2023
Nanomaterials,photocatalytic conversion carbon dioxide fuel using titanium dioxide nanosheets/graphene oxide heterostructure photocatalyst,eng,EnvironmentalScience,2023
Arab. J. Chem.,utilization agricultural waste herbicide removal: magnetic bea zeolite adsorbent prepared dry-gel conversion using rice husk ash–derived sio2 paraquat removal,eng,AgricultureandFoodScience,2023
Arab. J. Chem.,utilization agricultural waste herbicide removal: magnetic bea zeolite adsorbent prepared dry-gel conversion using rice husk ash–derived sio2 paraquat removal,eng,EnvironmentalScience,2023
Arab. J. Chem.,utilization agricultural waste herbicide removal: magnetic bea zeolite adsorbent prepared dry-gel conversion using rice husk ash–derived sio2 paraquat removal,eng,ChemicalEngineering,2023
Arab. J. Chem.,utilization agricultural waste herbicide removal: magnetic bea zeolite adsorbent prepared dry-gel conversion using rice husk ash–derived sio2 paraquat removal,eng,MaterialsScience,2023
Energies,development microencapsulation-hybrid jig separation technique clean coal technology,eng,ChemicalEngineering,2023
Energies,development microencapsulation-hybrid jig separation technique clean coal technology,eng,RenewableEnergy,2023
Energies,development microencapsulation-hybrid jig separation technique clean coal technology,eng,EnvironmentalScience,2023
Chulalongkorn Univ. Nat. History J.,"new specie land-locked freshwater shrimp genus caridina (decapoda: atyidae) middle mekong basin, thailand",eng,EcologyandConservation,2023
Chulalongkorn Univ. Nat. History J.,"new specie land-locked freshwater shrimp genus caridina (decapoda: atyidae) middle mekong basin, thailand",eng,EnvironmentalScience,2023
Chulalongkorn Univ. Nat. History J.,"new specie land-locked freshwater shrimp genus caridina (decapoda: atyidae) middle mekong basin, thailand",eng,"Biotechnology,BioengineeringandLifeSciences",2023
Acta Geophys.,"geophysical investigation subsoil characteristic dendam tak sudah lake site bengkulu city, indonesia",eng,EnvironmentalScience,2023
Acta Geophys.,"geophysical investigation subsoil characteristic dendam tak sudah lake site bengkulu city, indonesia",eng,ChemicalEngineering,2023
Acta Geophys.,"geophysical investigation subsoil characteristic dendam tak sudah lake site bengkulu city, indonesia",eng,Physics,2023
Acta Geophys.,"geophysical investigation subsoil characteristic dendam tak sudah lake site bengkulu city, indonesia",eng,EcologyandConservation,2023
Macromol. Biosci.,stiffness-tunable hydrogel-sandwich culture modulates yap-mediated mechanoresponse induced-pluripotent stem cell embryoid body augments cardiomyocyte differentiation,eng,"Biotechnology,BioengineeringandLifeSciences",2023
Macromol. Biosci.,stiffness-tunable hydrogel-sandwich culture modulates yap-mediated mechanoresponse induced-pluripotent stem cell embryoid body augments cardiomyocyte differentiation,eng,MedicalResearch,2023
Macromol. Biosci.,stiffness-tunable hydrogel-sandwich culture modulates yap-mediated mechanoresponse induced-pluripotent stem cell embryoid body augments cardiomyocyte differentiation,eng,ComputationalTechnologies,2023
Macromol. Biosci.,stiffness-tunable hydrogel-sandwich culture modulates yap-mediated mechanoresponse induced-pluripotent stem cell embryoid body augments cardiomyocyte differentiation,eng,MaterialsScience,2023
Child Youth Care Forum,anxiety symptomatology affect bullying behavior child adolescent adhd?,eng,MedicalResearch,2023
Child Youth Care Forum,anxiety symptomatology affect bullying behavior child adolescent adhd?,eng,HealthandWellness,2023
Child Youth Care Forum,anxiety symptomatology affect bullying behavior child adolescent adhd?,eng,EducationandSocialSciences,2023
SAGE Open,assessing determinant continuance intention toward cryptocurrency usage: extending expectation confirmation model technology readiness,eng,EducationandSocialSciences,2023
SAGE Open,assessing determinant continuance intention toward cryptocurrency usage: extending expectation confirmation model technology readiness,eng,ComputationalTechnologies,2023
SAGE Open,assessing determinant continuance intention toward cryptocurrency usage: extending expectation confirmation model technology readiness,eng,EnvironmentalPolicyandGovernance,2023
SAGE Open,assessing determinant continuance intention toward cryptocurrency usage: extending expectation confirmation model technology readiness,eng,RenewableEnergy,2023
Sensors,sooty tern optimization algorithm-based deep learning model diagnosing nsclc tumour,eng,MedicalResearch,2023
Sensors,sooty tern optimization algorithm-based deep learning model diagnosing nsclc tumour,eng,ComputationalTechnologies,2023
Sensors,sooty tern optimization algorithm-based deep learning model diagnosing nsclc tumour,eng,"Biotechnology,BioengineeringandLifeSciences",2023
Environ. Res.,"comprehensive analysis (aerobic/anaerobic, molecular recognitions, band-position degradation-mechanism) undoped co-doped anatase-brookite - experimental/theoretical evaluation less-studied tio2 mixed phase",eng,MaterialsScience,2023
Environ. Res.,"comprehensive analysis (aerobic/anaerobic, molecular recognitions, band-position degradation-mechanism) undoped co-doped anatase-brookite - experimental/theoretical evaluation less-studied tio2 mixed phase",eng,ChemicalEngineering,2023
Environ. Res.,"comprehensive analysis (aerobic/anaerobic, molecular recognitions, band-position degradation-mechanism) undoped co-doped anatase-brookite - experimental/theoretical evaluation less-studied tio2 mixed phase",eng,EnvironmentalScience,2023
Environ. Res.,"comprehensive analysis (aerobic/anaerobic, molecular recognitions, band-position degradation-mechanism) undoped co-doped anatase-brookite - experimental/theoretical evaluation less-studied tio2 mixed phase",eng,RenewableEnergy,2023
Environ. Res.,"comprehensive analysis (aerobic/anaerobic, molecular recognitions, band-position degradation-mechanism) undoped co-doped anatase-brookite - experimental/theoretical evaluation less-studied tio2 mixed phase",eng,"Biotechnology,BioengineeringandLifeSciences",2023
Int. J. Biling. Educ. Bilingualism,towards reconceptualisation cantonese lexicon contemporary hong kong: classificatory possibility implication local chinese-as-an-additional-language curriculum,eng,EducationandSocialSciences,2023
ABAC J.,palm oil trade production toward achieving sustainable development goals: global panel regression analysis,eng,RenewableEnergy,2023
ABAC J.,palm oil trade production toward achieving sustainable development goals: global panel regression analysis,eng,EnvironmentalScience,2023
ABAC J.,palm oil trade production toward achieving sustainable development goals: global panel regression analysis,eng,AgricultureandFoodScience,2023
ABAC J.,palm oil trade production toward achieving sustainable development goals: global panel regression analysis,eng,EnvironmentalPolicyandGovernance,2023
ABAC J.,palm oil trade production toward achieving sustainable development goals: global panel regression analysis,eng,EcologyandConservation,2023
BMC Oral Health,trehalose versus carboxymethylcellulose oral spray relieving radiation-induced xerostomia head neck cancer patients: randomized controlled trial,eng,MedicalResearch,2023
BMC Oral Health,trehalose versus carboxymethylcellulose oral spray relieving radiation-induced xerostomia head neck cancer patients: randomized controlled trial,eng,"Biotechnology,BioengineeringandLifeSciences",2023
BMC Oral Health,trehalose versus carboxymethylcellulose oral spray relieving radiation-induced xerostomia head neck cancer patients: randomized controlled trial,eng,HealthandWellness,2023
J. Pediatr. Endocrinol. Metab.,coexistence graves' disease acute rheumatic fever treated thyroid storm young thai patient,eng,MedicalResearch,2023
J. Pediatr. Endocrinol. Metab.,coexistence graves' disease acute rheumatic fever treated thyroid storm young thai patient,eng,HealthandWellness,2023
J. Pediatr. Endocrinol. Metab.,coexistence graves' disease acute rheumatic fever treated thyroid storm young thai patient,eng,"Biotechnology,BioengineeringandLifeSciences",2023
J. Build. Eng.,influence high-volume coal bottom ash cement fine aggregate replacement strength heat evolution eco-friendly high-strength concrete,eng,MaterialsScience,2023
J. Build. Eng.,influence high-volume coal bottom ash cement fine aggregate replacement strength heat evolution eco-friendly high-strength concrete,eng,ChemicalEngineering,2023
J. Build. Eng.,influence high-volume coal bottom ash cement fine aggregate replacement strength heat evolution eco-friendly high-strength concrete,eng,RenewableEnergy,2023
J. Build. Eng.,influence high-volume coal bottom ash cement fine aggregate replacement strength heat evolution eco-friendly high-strength concrete,eng,EnvironmentalScience,2023
Lect. Notes Comput. Sci.,"executive function intelligent goal-directed behavior: perspective psychology, neurology, computer science",eng,EducationandSocialSciences,2023
Lect. Notes Comput. Sci.,"executive function intelligent goal-directed behavior: perspective psychology, neurology, computer science",eng,MedicalResearch,2023
Lect. Notes Comput. Sci.,"executive function intelligent goal-directed behavior: perspective psychology, neurology, computer science",eng,ComputationalTechnologies,2023
Lect. Notes Comput. Sci.,"executive function intelligent goal-directed behavior: perspective psychology, neurology, computer science",eng,Psychology,2023
J. Nat. Prod.,immunomodulatory effect new phenanthrene derivative dendrobium crumenatum,eng,MedicalResearch,2023
J. Nat. Prod.,immunomodulatory effect new phenanthrene derivative dendrobium crumenatum,eng,"Biotechnology,BioengineeringandLifeSciences",2023
J. Nat. Prod.,immunomodulatory effect new phenanthrene derivative dendrobium crumenatum,eng,ChemicalEngineering,2023
Animals,high dietary cation anion difference high-dose ascorbic acid modify acid–base antioxidant balance dairy goat fed tropical condition,eng,AgricultureandFoodScience,2023
Animals,high dietary cation anion difference high-dose ascorbic acid modify acid–base antioxidant balance dairy goat fed tropical condition,eng,HealthandWellness,2023
Animals,high dietary cation anion difference high-dose ascorbic acid modify acid–base antioxidant balance dairy goat fed tropical condition,eng,"Biotechnology,BioengineeringandLifeSciences",2023
Animals,high dietary cation anion difference high-dose ascorbic acid modify acid–base antioxidant balance dairy goat fed tropical condition,eng,EnvironmentalScience,2023
J. Phys. Math. Theor.,random matrix row constraint eigenvalue distribution graph laplacians,eng,Physics,2023
J. Phys. Math. Theor.,random matrix row constraint eigenvalue distribution graph laplacians,eng,ComputationalTechnologies,2023
Molecules,stability-indicating assay tetrahydrocurcumin-diglutaric acid application evaluate bioaccessibility vitro digestive model,eng,MedicalResearch,2023
Molecules,stability-indicating assay tetrahydrocurcumin-diglutaric acid application evaluate bioaccessibility vitro digestive model,eng,"Biotechnology,BioengineeringandLifeSciences",2023
Molecules,stability-indicating assay tetrahydrocurcumin-diglutaric acid application evaluate bioaccessibility vitro digestive model,eng,HealthandWellness,2023
Biofuel Res. J.,enzymatic esterification/transesterification rice bran acid oil subsequent γ-oryzanol recovery,eng,ChemicalEngineering,2023
Biofuel Res. J.,enzymatic esterification/transesterification rice bran acid oil subsequent γ-oryzanol recovery,eng,"Biotechnology,BioengineeringandLifeSciences",2023
Biofuel Res. J.,enzymatic esterification/transesterification rice bran acid oil subsequent γ-oryzanol recovery,eng,RenewableEnergy,2023
Biofuel Res. J.,enzymatic esterification/transesterification rice bran acid oil subsequent γ-oryzanol recovery,eng,EnvironmentalScience,2023
Biofuel Res. J.,enzymatic esterification/transesterification rice bran acid oil subsequent γ-oryzanol recovery,eng,AgricultureandFoodScience,2023
Surg. Endosc.,morphology major duodenal papilla selection advanced cannulation technique difficult biliary cannulation,eng,MedicalResearch,2023
Surg. Endosc.,morphology major duodenal papilla selection advanced cannulation technique difficult biliary cannulation,eng,"Biotechnology,BioengineeringandLifeSciences",2023
Surg. Endosc.,morphology major duodenal papilla selection advanced cannulation technique difficult biliary cannulation,eng,HealthandWellness,2023
Biology,effect probiotic breast cancer: systematic review meta-analysis,eng,MedicalResearch,2023
Biology,effect probiotic breast cancer: systematic review meta-analysis,eng,"Biotechnology,BioengineeringandLifeSciences",2023
Biology,effect probiotic breast cancer: systematic review meta-analysis,eng,HealthandWellness,2023
Arab. J. Chem.,"unveiling anticancer, antimicrobial, antioxidative properties, uplc-esi-qtof-ms/ gc–ms metabolite profile lipophilic extract siam weed (chromolaena odorata)",eng,"Biotechnology,BioengineeringandLifeSciences",2023
Arab. J. Chem.,"unveiling anticancer, antimicrobial, antioxidative properties, uplc-esi-qtof-ms/ gc–ms metabolite profile lipophilic extract siam weed (chromolaena odorata)",eng,MedicalResearch,2023
Arab. J. Chem.,"unveiling anticancer, antimicrobial, antioxidative properties, uplc-esi-qtof-ms/ gc–ms metabolite profile lipophilic extract siam weed (chromolaena odorata)",eng,HealthandWellness,2023
Arab. J. Chem.,"unveiling anticancer, antimicrobial, antioxidative properties, uplc-esi-qtof-ms/ gc–ms metabolite profile lipophilic extract siam weed (chromolaena odorata)",eng,RenewableEnergy,2023
Front. Immunol.,impact mab-induced a475v substitution viral fitness antibody neutralization sars-cov-2 omicron variant presence monoclonal antibody human convalescent serum,eng,MedicalResearch,2023
Front. Immunol.,impact mab-induced a475v substitution viral fitness antibody neutralization sars-cov-2 omicron variant presence monoclonal antibody human convalescent serum,eng,"Biotechnology,BioengineeringandLifeSciences",2023
Front. Immunol.,impact mab-induced a475v substitution viral fitness antibody neutralization sars-cov-2 omicron variant presence monoclonal antibody human convalescent serum,eng,HealthandWellness,2023
J. Peripher. Nerv. Syst.,difference ultrastructure neuron spinal ganglion dorsal rootlet rat treated cisplatin versus co-administration sphingosine 1-phosphate receptor 2 agonist attenuating neuropathy allodynia,eng,MedicalResearch,2023
J. Peripher. Nerv. Syst.,difference ultrastructure neuron spinal ganglion dorsal rootlet rat treated cisplatin versus co-administration sphingosine 1-phosphate receptor 2 agonist attenuating neuropathy allodynia,eng,"Biotechnology,BioengineeringandLifeSciences",2023
J. Peripher. Nerv. Syst.,difference ultrastructure neuron spinal ganglion dorsal rootlet rat treated cisplatin versus co-administration sphingosine 1-phosphate receptor 2 agonist attenuating neuropathy allodynia,eng,HealthandWellness,2023
Routledge Handb. of Civil and Uncivil Society in Southeast Asia,failing financing civil society southeast asia1,eng,EducationandSocialSciences,2023
Routledge Handb. of Civil and Uncivil Society in Southeast Asia,failing financing civil society southeast asia1,eng,EnvironmentalPolicyandGovernance,2023
J. Compos. Sci.,shape memory polymeric material biomedical applications: update,eng,"Biotechnology,BioengineeringandLifeSciences",2023
J. Compos. Sci.,shape memory polymeric material biomedical applications: update,eng,MedicalResearch,2023
J. Compos. Sci.,shape memory polymeric material biomedical applications: update,eng,MaterialsScience,2023
BMC Compl. Med.Therapies,effect probiotic pancreatic inflammation intestinal integrity mouse acute pancreatitis,eng,MedicalResearch,2023
BMC Compl. Med.Therapies,effect probiotic pancreatic inflammation intestinal integrity mouse acute pancreatitis,eng,"Biotechnology,BioengineeringandLifeSciences",2023
BMC Compl. Med.Therapies,effect probiotic pancreatic inflammation intestinal integrity mouse acute pancreatitis,eng,HealthandWellness,2023
Biomass Convers. Biorefinery,fate imazapyr herbicide soil amended carbon sorbent,eng,EnvironmentalScience,2023
Biomass Convers. Biorefinery,fate imazapyr herbicide soil amended carbon sorbent,eng,ChemicalEngineering,2023
Biomass Convers. Biorefinery,fate imazapyr herbicide soil amended carbon sorbent,eng,AgricultureandFoodScience,2023
Biomass Convers. Biorefinery,fate imazapyr herbicide soil amended carbon sorbent,eng,"Biotechnology,BioengineeringandLifeSciences",2023
Biomass Convers. Biorefinery,fate imazapyr herbicide soil amended carbon sorbent,eng,EcologyandConservation,2023
Clin Exp Dermatol,skin testing might diagnostic role immune complex-mediated hypersensitivity reaction,eng,MedicalResearch,2023
Clin Exp Dermatol,skin testing might diagnostic role immune complex-mediated hypersensitivity reaction,eng,HealthandWellness,2023
Clin Exp Dermatol,skin testing might diagnostic role immune complex-mediated hypersensitivity reaction,eng,"Biotechnology,BioengineeringandLifeSciences",2023
PLoS ONE,role qsec mutation bacterial resistance anti-lipopolysaccharide factor isoform 3 (alfpm3),eng,"Biotechnology,BioengineeringandLifeSciences",2023
PLoS ONE,role qsec mutation bacterial resistance anti-lipopolysaccharide factor isoform 3 (alfpm3),eng,MedicalResearch,2023
PLoS ONE,role qsec mutation bacterial resistance anti-lipopolysaccharide factor isoform 3 (alfpm3),eng,HealthandWellness,2023
PLoS ONE,role qsec mutation bacterial resistance anti-lipopolysaccharide factor isoform 3 (alfpm3),eng,EnvironmentalScience,2023
Antibiotics,vitro efficacy activated charcoal fecal ceftriaxone adsorption among patient received intravenous ceftriaxone,eng,MedicalResearch,2023
Antibiotics,vitro efficacy activated charcoal fecal ceftriaxone adsorption among patient received intravenous ceftriaxone,eng,"Biotechnology,BioengineeringandLifeSciences",2023
Antibiotics,vitro efficacy activated charcoal fecal ceftriaxone adsorption among patient received intravenous ceftriaxone,eng,HealthandWellness,2023
Lect. Notes Civ. Eng.,framework risk profile public healthcare system development: literature review,eng,MedicalResearch,2023
Lect. Notes Civ. Eng.,framework risk profile public healthcare system development: literature review,eng,HealthandWellness,2023
Lect. Notes Civ. Eng.,framework risk profile public healthcare system development: literature review,eng,EducationandSocialSciences,2023
Archaeol. Prospect.,reconstructing ancient route network thailand–cambodia borders: case study angkorian royal road,eng,EnvironmentalScience,2023
Archaeol. Prospect.,reconstructing ancient route network thailand–cambodia borders: case study angkorian royal road,eng,EcologyandConservation,2023
Archaeol. Prospect.,reconstructing ancient route network thailand–cambodia borders: case study angkorian royal road,eng,EducationandSocialSciences,2023
Environ. Monit. Assess.,"occurrence risk assessment microplastics lhasa river—a remote plateau river qinghai-tibet plateau, china",eng,EnvironmentalScience,2023
Environ. Monit. Assess.,"occurrence risk assessment microplastics lhasa river—a remote plateau river qinghai-tibet plateau, china",eng,EcologyandConservation,2023
Environ. Monit. Assess.,"occurrence risk assessment microplastics lhasa river—a remote plateau river qinghai-tibet plateau, china",eng,EnvironmentalPolicyandGovernance,2023
Coatings,photocatalytic degradation acid orange 7 nio-tio2/tio2 bilayer film photo-chargeable catalyst,eng,RenewableEnergy,2023
Coatings,photocatalytic degradation acid orange 7 nio-tio2/tio2 bilayer film photo-chargeable catalyst,eng,EnvironmentalScience,2023
Coatings,photocatalytic degradation acid orange 7 nio-tio2/tio2 bilayer film photo-chargeable catalyst,eng,ChemicalEngineering,2023
Coatings,photocatalytic degradation acid orange 7 nio-tio2/tio2 bilayer film photo-chargeable catalyst,eng,MaterialsScience,2023
Coatings,photocatalytic degradation acid orange 7 nio-tio2/tio2 bilayer film photo-chargeable catalyst,eng,Nanotechnology,2023
Sci. Rep.,quaternization high molecular weight chitosan increasing intestinal drug absorption using caco-2 cell vitro intestinal model,eng,MedicalResearch,2023
Sci. Rep.,quaternization high molecular weight chitosan increasing intestinal drug absorption using caco-2 cell vitro intestinal model,eng,"Biotechnology,BioengineeringandLifeSciences",2023
Int. J. Biol. Macromol.,green synthesis sulfonated cellulose/polyether block amide/polyethylene glycol diacrylate (sc/pebax/pegda) composite membrane gamma radiation sulfonation technique battery application,eng,MaterialsScience,2023
Int. J. Biol. Macromol.,green synthesis sulfonated cellulose/polyether block amide/polyethylene glycol diacrylate (sc/pebax/pegda) composite membrane gamma radiation sulfonation technique battery application,eng,ChemicalEngineering,2023
Int. J. Biol. Macromol.,green synthesis sulfonated cellulose/polyether block amide/polyethylene glycol diacrylate (sc/pebax/pegda) composite membrane gamma radiation sulfonation technique battery application,eng,RenewableEnergy,2023
Belitung Nurs. J.,let’s put mental health problem related issue appropriately social media: voice psychiatric nurse,eng,EducationandSocialSciences,2023
Belitung Nurs. J.,let’s put mental health problem related issue appropriately social media: voice psychiatric nurse,eng,HealthandWellness,2023
Catalysts,selective synthesis renewable bio-jet fuel precursor furfural 2-butanone via heterogeneously catalyzed aldol condensation,eng,RenewableEnergy,2023
Catalysts,selective synthesis renewable bio-jet fuel precursor furfural 2-butanone via heterogeneously catalyzed aldol condensation,eng,ChemicalEngineering,2023
