sourcetitle-abbrev,citation_title,language,category,year
J. Oral Rehabil.,oral exercise significantly improve oral function people mild moderate dementia: randomised controlled study,eng,HealthandWellness,2022
Sci. Data,"publisher correction: fundamental social motif measured across forty-two culture two wave (scientific data, (2022), 9, 1, (499), 10.1038/s41597-022-01579-w)",,EducationandSocialSciences,2022
Int. J. STD AIDS,sexually transmitted infection incidence young thai men sex men transgender woman using hiv pre-exposure prophylaxis,eng,MedicalResearch,2022
Int. J. STD AIDS,sexually transmitted infection incidence young thai men sex men transgender woman using hiv pre-exposure prophylaxis,eng,HealthandWellness,2022
Int. J. STD AIDS,sexually transmitted infection incidence young thai men sex men transgender woman using hiv pre-exposure prophylaxis,eng,"Biotechnology,BioengineeringandLifeSciences",2022
J. Hum. Rights Environ.,"building business, human right climate change synergy southeast asia: philippines’ national inquiry climate change could mean asean",eng,EnvironmentalPolicyandGovernance,2022
J. Hum. Rights Environ.,"building business, human right climate change synergy southeast asia: philippines’ national inquiry climate change could mean asean",eng,ComputationalTechnologies,2022
J. Hum. Rights Environ.,"building business, human right climate change synergy southeast asia: philippines’ national inquiry climate change could mean asean",eng,HealthandWellness,2022
J. Hum. Rights Environ.,"building business, human right climate change synergy southeast asia: philippines’ national inquiry climate change could mean asean",eng,EnvironmentalScience,2022
Parkinson's Dis.,efficacy newly developed cueing device gait mobility parkinson's disease,eng,MedicalResearch,2022
Parkinson's Dis.,efficacy newly developed cueing device gait mobility parkinson's disease,eng,HealthandWellness,2022
Parkinson's Dis.,efficacy newly developed cueing device gait mobility parkinson's disease,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Glob. Health Sci. Pract.,living safely bats: lesson developing sharing global one health educational resource,eng,EducationandSocialSciences,2022
Glob. Health Sci. Pract.,living safely bats: lesson developing sharing global one health educational resource,eng,HealthandWellness,2022
Glob. Health Sci. Pract.,living safely bats: lesson developing sharing global one health educational resource,eng,EnvironmentalScience,2022
Glob. Health Sci. Pract.,living safely bats: lesson developing sharing global one health educational resource,eng,EcologyandConservation,2022
Glob. Health Sci. Pract.,living safely bats: lesson developing sharing global one health educational resource,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Turk. J. Math.,sequence polynomial satisfying pascal property,eng,Physics,2022
Turk. J. Math.,sequence polynomial satisfying pascal property,eng,ComputationalTechnologies,2022
J. Knee Surg.,periarticular injection ketorolac augmenting intravenous administration ketorolac postoperative pain control: randomized controlled trial simultaneous bilateral total knee arthroplasty,eng,MedicalResearch,2022
J. Knee Surg.,periarticular injection ketorolac augmenting intravenous administration ketorolac postoperative pain control: randomized controlled trial simultaneous bilateral total knee arthroplasty,eng,HealthandWellness,2022
J. Glaucoma,outcome surgical intervention primary congenital glaucoma patient,eng,MedicalResearch,2022
Thai J. Obstet. Gynaecol.,reliability validity thai-version female genital self-image scale (fgsis) questionnaireความเที่ยงและความตรงของแบบสอบถามระดับความรู้สึกที่ผู้หญิงมีต่อภาพลักษณ์อวัยวะเพศหญิงของตน (female genital self image scale),tha,MedicalResearch,2022
Thai J. Obstet. Gynaecol.,reliability validity thai-version female genital self-image scale (fgsis) questionnaireความเที่ยงและความตรงของแบบสอบถามระดับความรู้สึกที่ผู้หญิงมีต่อภาพลักษณ์อวัยวะเพศหญิงของตน (female genital self image scale),tha,HealthandWellness,2022
Drug Healthc. Patient Saf.,predictor influencing rational use antibiotic among public sector: community-based survey thailand,eng,MedicalResearch,2022
Drug Healthc. Patient Saf.,predictor influencing rational use antibiotic among public sector: community-based survey thailand,eng,HealthandWellness,2022
Multimedia Tools Appl,new intelligent system diagnosing tumor mr image using type-2 fuzzy neural network (t2fnn),eng,MedicalResearch,2022
Multimedia Tools Appl,new intelligent system diagnosing tumor mr image using type-2 fuzzy neural network (t2fnn),eng,ComputationalTechnologies,2022
Astron. Astrophys.,validation standardized data format tool ground-level particle-based gamma-ray observatory,eng,Physics,2022
Astron. Astrophys.,validation standardized data format tool ground-level particle-based gamma-ray observatory,eng,ComputationalTechnologies,2022
Astron. Astrophys.,validation standardized data format tool ground-level particle-based gamma-ray observatory,eng,EnvironmentalScience,2022
Mater. Today Sustainability,advance characteristic improvement polymeric membranes/separators zinc-air battery,eng,MaterialsScience,2022
Mater. Today Sustainability,advance characteristic improvement polymeric membranes/separators zinc-air battery,eng,ChemicalEngineering,2022
Mater. Today Sustainability,advance characteristic improvement polymeric membranes/separators zinc-air battery,eng,ComputationalTechnologies,2022
Singap. Econ. Rev.,shock friction thai economy: lens business cycle accounting,eng,EducationandSocialSciences,2022
Appl. Sci. Eng. Prog,zeolite/cerium oxide coat-on activated alumina ball arsenite removal via fixed- bed continuous flow adsorption column,eng,ChemicalEngineering,2022
Appl. Sci. Eng. Prog,zeolite/cerium oxide coat-on activated alumina ball arsenite removal via fixed- bed continuous flow adsorption column,eng,EnvironmentalScience,2022
Appl. Sci. Eng. Prog,zeolite/cerium oxide coat-on activated alumina ball arsenite removal via fixed- bed continuous flow adsorption column,eng,HealthandWellness,2022
Appl. Sci. Eng. Prog,zeolite/cerium oxide coat-on activated alumina ball arsenite removal via fixed- bed continuous flow adsorption column,eng,MaterialsScience,2022
Gels,viscoelastic analysis pectin hydrogel regenerated citrus pomelo waste gelling effect calcium ion crosslinking different ph,eng,MaterialsScience,2022
Gels,viscoelastic analysis pectin hydrogel regenerated citrus pomelo waste gelling effect calcium ion crosslinking different ph,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Gels,viscoelastic analysis pectin hydrogel regenerated citrus pomelo waste gelling effect calcium ion crosslinking different ph,eng,FoodScience,2022
Gels,viscoelastic analysis pectin hydrogel regenerated citrus pomelo waste gelling effect calcium ion crosslinking different ph,eng,AgricultureandFoodScience,2022
Gels,viscoelastic analysis pectin hydrogel regenerated citrus pomelo waste gelling effect calcium ion crosslinking different ph,eng,ChemicalEngineering,2022
Waste Manage.,chicken manure-based bioponics: effect acetic acid supplementation nitrogen phosphorus recovery microbial community,eng,AgricultureandFoodScience,2022
Waste Manage.,chicken manure-based bioponics: effect acetic acid supplementation nitrogen phosphorus recovery microbial community,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Waste Manage.,chicken manure-based bioponics: effect acetic acid supplementation nitrogen phosphorus recovery microbial community,eng,EnvironmentalScience,2022
Waste Manage.,chicken manure-based bioponics: effect acetic acid supplementation nitrogen phosphorus recovery microbial community,eng,HealthandWellness,2022
J. Environ. Chem. Eng.,emergy investigation carbon dioxide utilization process methanol synthesis,eng,RenewableEnergy,2022
J. Environ. Chem. Eng.,emergy investigation carbon dioxide utilization process methanol synthesis,eng,EnvironmentalScience,2022
J. Environ. Chem. Eng.,emergy investigation carbon dioxide utilization process methanol synthesis,eng,ChemicalEngineering,2022
J. Environ. Chem. Eng.,emergy investigation carbon dioxide utilization process methanol synthesis,eng,"Biotechnology,BioengineeringandLifeSciences",2022
AIMS Biophys.,thermal denaturation coronavirus envelope (cove) protein coarse-grained monte carlo simulation,eng,MedicalResearch,2022
AIMS Biophys.,thermal denaturation coronavirus envelope (cove) protein coarse-grained monte carlo simulation,eng,"Biotechnology,BioengineeringandLifeSciences",2022
AIMS Biophys.,thermal denaturation coronavirus envelope (cove) protein coarse-grained monte carlo simulation,eng,ComputationalTechnologies,2022
J. Environ. Manage.,"unravelling capability municipal wastewater treatment plant thailand microplastics: effect seasonality detection, fate transport",eng,EnvironmentalScience,2022
J. Environ. Manage.,"unravelling capability municipal wastewater treatment plant thailand microplastics: effect seasonality detection, fate transport",eng,EnvironmentalPolicyandGovernance,2022
J. Environ. Manage.,"unravelling capability municipal wastewater treatment plant thailand microplastics: effect seasonality detection, fate transport",eng,RenewableEnergy,2022
J. Environ. Manage.,"unravelling capability municipal wastewater treatment plant thailand microplastics: effect seasonality detection, fate transport",eng,EcologyandConservation,2022
J. Environ. Manage.,"unravelling capability municipal wastewater treatment plant thailand microplastics: effect seasonality detection, fate transport",eng,ChemicalEngineering,2022
ChemCatChem,catalytic hydrogenolysis lignin phenolic internal hydrogen ru catalyst,eng,RenewableEnergy,2022
ChemCatChem,catalytic hydrogenolysis lignin phenolic internal hydrogen ru catalyst,eng,ChemicalEngineering,2022
ChemCatChem,catalytic hydrogenolysis lignin phenolic internal hydrogen ru catalyst,eng,MaterialsScience,2022
ChemCatChem,catalytic hydrogenolysis lignin phenolic internal hydrogen ru catalyst,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Foods,"investigating impact dragon fruit peel waste starch digestibility, pasting, thermal property flour used asia",eng,AgriculturalandFoodScience,2022
Foods,"investigating impact dragon fruit peel waste starch digestibility, pasting, thermal property flour used asia",eng,"Biotechnology,BioengineeringandLifeSciences",2022
Foods,"investigating impact dragon fruit peel waste starch digestibility, pasting, thermal property flour used asia",eng,FoodScience,2022
"Extremophilic Fungi: Ecology, Physiology and Applications","modern tool identification fungi, including yeast",eng,"Biotechnology,BioengineeringandLifeSciences",2022
"Extremophilic Fungi: Ecology, Physiology and Applications","modern tool identification fungi, including yeast",eng,ComputationalTechnologies,2022
"Extremophilic Fungi: Ecology, Physiology and Applications","modern tool identification fungi, including yeast",eng,EcologyandConservation,2022
Surg. Oncol.,"benefit-risk appraisal lip-split mandibular “swing” vs. transoral approach posterior oral/oropharyngeal carcinoma using number needed treat, harm, likelihood helped harmed",eng,MedicalResearch,2022
Surg. Oncol.,"benefit-risk appraisal lip-split mandibular “swing” vs. transoral approach posterior oral/oropharyngeal carcinoma using number needed treat, harm, likelihood helped harmed",eng,HealthandWellness,2022
Chemosphere,influence salinity biofilm formation cod removal efficiency anaerobic moving bed biofilm reactor,eng,EnvironmentalScience,2022
Chemosphere,influence salinity biofilm formation cod removal efficiency anaerobic moving bed biofilm reactor,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Chemosphere,influence salinity biofilm formation cod removal efficiency anaerobic moving bed biofilm reactor,eng,ChemicalEngineering,2022
Chemosphere,influence salinity biofilm formation cod removal efficiency anaerobic moving bed biofilm reactor,eng,AgricultureandFoodScience,2022
PASAA,exploring analysis student engagement english writing grammar accuracy based teacher written corrective feedback,eng,EducationandSocialSciences,2022
Polym.,all-atom molecular dynamic simulation single chain pet pev polymer,eng,MaterialsScience,2022
Polym.,all-atom molecular dynamic simulation single chain pet pev polymer,eng,ComputationalTechnologies,2022
Polym.,all-atom molecular dynamic simulation single chain pet pev polymer,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Proc. Annu. Int. Conf. IEEE Eng. Med. Biol. Soc. EMBS,ica-based framework joint analysis cognitive score meg event-related field,eng,ComputationalTechnologies,2022
Proc. Annu. Int. Conf. IEEE Eng. Med. Biol. Soc. EMBS,ica-based framework joint analysis cognitive score meg event-related field,eng,MedicalResearch,2022
Anticancer Res.,n-trans-p-coumaroyltyramine enhances indomethacin- diclofenac-induced apoptosis endoplasmic reticulum stress-dependent mechanism mcf-7 cell,eng,MedicalResearch,2022
Anticancer Res.,n-trans-p-coumaroyltyramine enhances indomethacin- diclofenac-induced apoptosis endoplasmic reticulum stress-dependent mechanism mcf-7 cell,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Anticancer Res.,n-trans-p-coumaroyltyramine enhances indomethacin- diclofenac-induced apoptosis endoplasmic reticulum stress-dependent mechanism mcf-7 cell,eng,HealthandWellness,2022
Vaccine X,immunogenicity sars-cov-2 omicron variant among school-aged child 2-dose inactivated sars-cov-2 vaccine followed bnt162b2 booster,eng,MedicalResearch,2022
Vaccine X,immunogenicity sars-cov-2 omicron variant among school-aged child 2-dose inactivated sars-cov-2 vaccine followed bnt162b2 booster,eng,HealthandWellness,2022
Vaccine X,immunogenicity sars-cov-2 omicron variant among school-aged child 2-dose inactivated sars-cov-2 vaccine followed bnt162b2 booster,eng,EducationandSocialSciences,2022
Nutrients,role food literacy managing nutritional precarity migrant experience: dietary lifestyle cambodia migrant thailand,eng,AgricultureandFoodScience,2022
Nutrients,role food literacy managing nutritional precarity migrant experience: dietary lifestyle cambodia migrant thailand,eng,HealthandWellness,2022
Nutrients,role food literacy managing nutritional precarity migrant experience: dietary lifestyle cambodia migrant thailand,eng,EducationandSocialSciences,2022
Clin. Endosc.,fecal calprotectin surrogate marker mucosal healing initiating therapeutic anti-tubercular trial,eng,MedicalResearch,2022
Clin. Endosc.,fecal calprotectin surrogate marker mucosal healing initiating therapeutic anti-tubercular trial,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Clin. Endosc.,fecal calprotectin surrogate marker mucosal healing initiating therapeutic anti-tubercular trial,eng,HealthandWellness,2022
Sol. Energy,portable solar-powered dual storage integrated system: versatile solution emergency,eng,RenewableEnergy,2022
Sol. Energy,portable solar-powered dual storage integrated system: versatile solution emergency,eng,EnvironmentalScience,2022
Sol. Energy,portable solar-powered dual storage integrated system: versatile solution emergency,eng,ComputationalTechnologies,2022
Sol. Energy,portable solar-powered dual storage integrated system: versatile solution emergency,eng,HealthandWellness,2022
Leukemia,rare germline alteration myeloperoxidase predispose myeloid neoplasm,eng,MedicalResearch,2022
Leukemia,rare germline alteration myeloperoxidase predispose myeloid neoplasm,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Leukemia,rare germline alteration myeloperoxidase predispose myeloid neoplasm,eng,HealthandWellness,2022
Int. J. Tuberc. Lung Dis.,systematic tb screening using radiograph categorisation care outcome,eng,MedicalResearch,2022
Int. J. Tuberc. Lung Dis.,systematic tb screening using radiograph categorisation care outcome,eng,ComputationalTechnologies,2022
Int. J. Tuberc. Lung Dis.,systematic tb screening using radiograph categorisation care outcome,eng,HealthandWellness,2022
J. Med. Virol.,global case fatality rate coronavirus disease 2019 continent national income: meta-analysis,eng,MedicalResearch,2022
J. Med. Virol.,global case fatality rate coronavirus disease 2019 continent national income: meta-analysis,eng,HealthandWellness,2022
Appl. Biochem. Biotechnol.,inflammatory modulation mir-155 inhibits doxorubicin-induced testicular dysfunction via sirt1/foxo1 pathway: insight role acacetin bacillus cereus protease,eng,MedicalResearch,2022
Appl. Biochem. Biotechnol.,inflammatory modulation mir-155 inhibits doxorubicin-induced testicular dysfunction via sirt1/foxo1 pathway: insight role acacetin bacillus cereus protease,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Appl. Biochem. Biotechnol.,inflammatory modulation mir-155 inhibits doxorubicin-induced testicular dysfunction via sirt1/foxo1 pathway: insight role acacetin bacillus cereus protease,eng,HealthandWellness,2022
Hematol. Rep.,detection red blood cell membrane protein myelodysplastic syndrome using eosin-5-maleimide (ema) staining flow cytometry,eng,MedicalResearch,2022
Hematol. Rep.,detection red blood cell membrane protein myelodysplastic syndrome using eosin-5-maleimide (ema) staining flow cytometry,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Livest. Res. Rural Dev.,"water feed intakes, weight gain plasma stress hormone growing boer crossbred bach thao goat consuming diluted seawater",eng,AgricultureandFoodScience,2022
Livest. Res. Rural Dev.,"water feed intakes, weight gain plasma stress hormone growing boer crossbred bach thao goat consuming diluted seawater",eng,HealthandWellness,2022
Livest. Res. Rural Dev.,"water feed intakes, weight gain plasma stress hormone growing boer crossbred bach thao goat consuming diluted seawater",eng,EnvironmentalScience,2022
Eur. Arch. Oto-Rhino-Laryngol.,comparison artificial intelligence versus radiologist diagnosis thyroid nodule using ultrasonography: systematic review meta-analysis,eng,MedicalResearch,2022
Eur. Arch. Oto-Rhino-Laryngol.,comparison artificial intelligence versus radiologist diagnosis thyroid nodule using ultrasonography: systematic review meta-analysis,eng,ComputationalTechnologies,2022
Eur. Arch. Oto-Rhino-Laryngol.,comparison artificial intelligence versus radiologist diagnosis thyroid nodule using ultrasonography: systematic review meta-analysis,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Clin. Gastroenterol. Hepatol.,high-resolution manometry threshold motor pattern among asymptomatic individual,eng,MedicalResearch,2022
Clin. Gastroenterol. Hepatol.,high-resolution manometry threshold motor pattern among asymptomatic individual,eng,HealthandWellness,2022
J. Phys. Conf. Ser.,study electroweak penguin b decay belle ii experiment,eng,Physics,2022
Nanoscale Adv.,formation growth characteristic nanostructured carbon film nascent ag cluster room-temperature electrochemical co2 reduction,eng,Nanotechnology,2022
Nanoscale Adv.,formation growth characteristic nanostructured carbon film nascent ag cluster room-temperature electrochemical co2 reduction,eng,MaterialsScience,2022
Nanoscale Adv.,formation growth characteristic nanostructured carbon film nascent ag cluster room-temperature electrochemical co2 reduction,eng,ChemicalEngineering,2022
Nanoscale Adv.,formation growth characteristic nanostructured carbon film nascent ag cluster room-temperature electrochemical co2 reduction,eng,RenewableEnergy,2022
Nanoscale Adv.,formation growth characteristic nanostructured carbon film nascent ag cluster room-temperature electrochemical co2 reduction,eng,EnvironmentalScience,2022
Biomass Convers. Biorefinery,alkyl β-d-xyloside synthesis black liquor xylan using aureobasidium pullulans cbs 135684 β-xylosidases immobilized spent expanded perlite,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Biomass Convers. Biorefinery,alkyl β-d-xyloside synthesis black liquor xylan using aureobasidium pullulans cbs 135684 β-xylosidases immobilized spent expanded perlite,eng,ChemicalEngineering,2022
Biomass Convers. Biorefinery,alkyl β-d-xyloside synthesis black liquor xylan using aureobasidium pullulans cbs 135684 β-xylosidases immobilized spent expanded perlite,eng,MaterialsScience,2022
Biomass Convers. Biorefinery,alkyl β-d-xyloside synthesis black liquor xylan using aureobasidium pullulans cbs 135684 β-xylosidases immobilized spent expanded perlite,eng,EnvironmentalScience,2022
Int. J. Adolesc. Med. Health,"stress, self-compassion, school burnout thai high school student",eng,EducationandSocialSciences,2022
Int. J. Adolesc. Med. Health,"stress, self-compassion, school burnout thai high school student",eng,HealthandWellness,2022
Think. Skills Creat.,application interactive sensory art exhibition promoting protection endangered species: elephant tale,eng,EnvironmentalScience,2022
Think. Skills Creat.,application interactive sensory art exhibition promoting protection endangered species: elephant tale,eng,EcologyandConservation,2022
Think. Skills Creat.,application interactive sensory art exhibition promoting protection endangered species: elephant tale,eng,EducationandSocialSciences,2022
Think. Skills Creat.,application interactive sensory art exhibition promoting protection endangered species: elephant tale,eng,RenewableEnergy,2022
Int. Urogynecol. J.,"thai translation validation pelvic organ prolapse/urinary incontinence sexual questionnaire, iuga-revised (pisq-ir) pelvic floor distress inventory (pfdi-20)",eng,MedicalResearch,2022
Int. Urogynecol. J.,"thai translation validation pelvic organ prolapse/urinary incontinence sexual questionnaire, iuga-revised (pisq-ir) pelvic floor distress inventory (pfdi-20)",eng,HealthandWellness,2022
Int. Urogynecol. J.,"thai translation validation pelvic organ prolapse/urinary incontinence sexual questionnaire, iuga-revised (pisq-ir) pelvic floor distress inventory (pfdi-20)",eng,"Biotechnology,BioengineeringandLifeSciences",2022
Aquaculture,tilapia mortality latent concern aquaculture sector bangladesh? epidemiology health economic impact study,eng,AgricultureandFoodScience,2022
Aquaculture,tilapia mortality latent concern aquaculture sector bangladesh? epidemiology health economic impact study,eng,EnvironmentalScience,2022
Aquaculture,tilapia mortality latent concern aquaculture sector bangladesh? epidemiology health economic impact study,eng,HealthandWellness,2022
Aquaculture,tilapia mortality latent concern aquaculture sector bangladesh? epidemiology health economic impact study,eng,"Biotechnology,BioengineeringandLifeSciences",2022
J. Endod.,prostacyclin analog iloprost promotes cementum formation collagen reattachment replanted molar up-regulates mineralization human periodontal ligament cell,eng,MedicalResearch,2022
J. Endod.,prostacyclin analog iloprost promotes cementum formation collagen reattachment replanted molar up-regulates mineralization human periodontal ligament cell,eng,"Biotechnology,BioengineeringandLifeSciences",2022
J. Endod.,prostacyclin analog iloprost promotes cementum formation collagen reattachment replanted molar up-regulates mineralization human periodontal ligament cell,eng,HealthandWellness,2022
Int. J. Mol. Sci.,osteoimmunology periodontitis: local protein compound alleviate periodontitis,eng,MedicalResearch,2022
Int. J. Mol. Sci.,osteoimmunology periodontitis: local protein compound alleviate periodontitis,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Int. J. Mol. Sci.,osteoimmunology periodontitis: local protein compound alleviate periodontitis,eng,HealthandWellness,2022
Am. J. Trop. Med. Hyg.,"case report: autochthonous disseminated cutaneous, mucocutaneous, visceral leishmaniasis caused leishmania martiniquensis patient hiv/aids northern thailand literature review",eng,MedicalResearch,2022
Am. J. Trop. Med. Hyg.,"case report: autochthonous disseminated cutaneous, mucocutaneous, visceral leishmaniasis caused leishmania martiniquensis patient hiv/aids northern thailand literature review",eng,"Biotechnology,BioengineeringandLifeSciences",2022
Am. J. Trop. Med. Hyg.,"case report: autochthonous disseminated cutaneous, mucocutaneous, visceral leishmaniasis caused leishmania martiniquensis patient hiv/aids northern thailand literature review",eng,HealthandWellness,2022
Astron. Astrophys.,goods-alma 2.0: starbursts main sequence reveal compact star formation regulating galaxy evolution prequenching,eng,Physics,2022
Astron. Astrophys.,goods-alma 2.0: starbursts main sequence reveal compact star formation regulating galaxy evolution prequenching,eng,EcologyandConservation,2022
J. Obstet. Gynaecol.,pre-implantation genetic testing marfan syndrome using mini-sequencing,eng,MedicalResearch,2022
J. Obstet. Gynaecol.,pre-implantation genetic testing marfan syndrome using mini-sequencing,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Neuromodulation,effect vagus nerve stimulation attention working memory neuropsychiatric disorders: systematic review,eng,MedicalResearch,2022
Neuromodulation,effect vagus nerve stimulation attention working memory neuropsychiatric disorders: systematic review,eng,HealthandWellness,2022
Dyes Pigm.,fluorescent janus ring siloxane detection au(iii) l-cysteine,eng,MaterialsScience,2022
Dyes Pigm.,fluorescent janus ring siloxane detection au(iii) l-cysteine,eng,ChemicalEngineering,2022
Dyes Pigm.,fluorescent janus ring siloxane detection au(iii) l-cysteine,eng,Nanotechnology,2022
Environ. Sci. Pollut. Res.,"experimental investigation modeling approach co2 solubility aqueous blended amine system monoethanolamine, 2-amino-2-methyl-1-propanol, 2-(butylamino)ethanol",eng,ChemicalEngineering,2022
Environ. Sci. Pollut. Res.,"experimental investigation modeling approach co2 solubility aqueous blended amine system monoethanolamine, 2-amino-2-methyl-1-propanol, 2-(butylamino)ethanol",eng,RenewableEnergy,2022
Environ. Sci. Pollut. Res.,"experimental investigation modeling approach co2 solubility aqueous blended amine system monoethanolamine, 2-amino-2-methyl-1-propanol, 2-(butylamino)ethanol",eng,ComputationalTechnologies,2022
Environ. Sci. Pollut. Res.,"experimental investigation modeling approach co2 solubility aqueous blended amine system monoethanolamine, 2-amino-2-methyl-1-propanol, 2-(butylamino)ethanol",eng,EnvironmentalScience,2022
J. Popul. Soc. Stud.,parenthood life satisfaction: role welfare regime,eng,EducationandSocialSciences,2022
J. Popul. Soc. Stud.,parenthood life satisfaction: role welfare regime,eng,EnvironmentalPolicyandGovernance,2022
Antibiotics,"antimicrobial susceptibility streptococcus suis isolated diseased pig thailand, 2018–2020",eng,MedicalResearch,2022
Antibiotics,"antimicrobial susceptibility streptococcus suis isolated diseased pig thailand, 2018–2020",eng,"Biotechnology,BioengineeringandLifeSciences",2022
Antibiotics,"antimicrobial susceptibility streptococcus suis isolated diseased pig thailand, 2018–2020",eng,HealthandWellness,2022
Antibiotics,"antimicrobial susceptibility streptococcus suis isolated diseased pig thailand, 2018–2020",eng,AgricultureandFoodScience,2022
Pain Management: Recent International Research,older adult chronic low back pain: functional disability quality life,eng,MedicalResearch,2022
Pain Management: Recent International Research,older adult chronic low back pain: functional disability quality life,eng,HealthandWellness,2022
IEEE Sensors J.,screen-printed microcantilevers coated functionalized mesocellular foam silica detection solvent vapor,eng,Nanotechnology,2022
IEEE Sensors J.,screen-printed microcantilevers coated functionalized mesocellular foam silica detection solvent vapor,eng,MaterialsScience,2022
IEEE Sensors J.,screen-printed microcantilevers coated functionalized mesocellular foam silica detection solvent vapor,eng,ChemicalEngineering,2022
IEEE Sensors J.,screen-printed microcantilevers coated functionalized mesocellular foam silica detection solvent vapor,eng,EnvironmentalScience,2022
Front. Nutr.,dietary lasia spinosa thw. improves growth performance broiler,eng,AgricultureandFoodScience,2022
Front. Nutr.,dietary lasia spinosa thw. improves growth performance broiler,eng,HealthandWellness,2022
Front. Nutr.,dietary lasia spinosa thw. improves growth performance broiler,eng,"Biotechnology,BioengineeringandLifeSciences",2022
iScience,comprehensive drug response profiling pan-omic analysis identified therapeutic candidate prognostic biomarkers asian cholangiocarcinoma,eng,MedicalResearch,2022
iScience,comprehensive drug response profiling pan-omic analysis identified therapeutic candidate prognostic biomarkers asian cholangiocarcinoma,eng,"Biotechnology,BioengineeringandLifeSciences",2022
J. Indones. Math. Soc.,property uniform fuzzy module semiuniform fuzzy module,eng,ComputationalTechnologies,2022
J. Indones. Math. Soc.,property uniform fuzzy module semiuniform fuzzy module,eng,EducationandSocialSciences,2022
J. Indones. Math. Soc.,property uniform fuzzy module semiuniform fuzzy module,eng,Physics,2022
Curr. Microbiol.,actin polymerization required filopodia formation supporting hsv-1 entry activated cell,eng,MedicalResearch,2022
Curr. Microbiol.,actin polymerization required filopodia formation supporting hsv-1 entry activated cell,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Curr. Microbiol.,actin polymerization required filopodia formation supporting hsv-1 entry activated cell,eng,HealthandWellness,2022
Nat. Rev. Neurol.,barrier implementation evidence clinical practice low-resource setting,eng,MedicalResearch,2022
Nat. Rev. Neurol.,barrier implementation evidence clinical practice low-resource setting,eng,HealthandWellness,2022
Nat. Rev. Neurol.,barrier implementation evidence clinical practice low-resource setting,eng,EducationandSocialSciences,2022
J. Exerc. Physiol. Online,influence plantar impulse dynamic longitudinal arch angle sign plantar fasciitis long-distance runner,eng,MedicalResearch,2022
J. Exerc. Physiol. Online,influence plantar impulse dynamic longitudinal arch angle sign plantar fasciitis long-distance runner,eng,HealthandWellness,2022
Soft Comput.,itsa: improved tunicate swarm algorithm defensive resource assignment problem,eng,ComputationalTechnologies,2022
Soft Comput.,itsa: improved tunicate swarm algorithm defensive resource assignment problem,eng,Physics,2022
Employee Responsib. Rights J.,"“why leave stay?” effect precarious employment, division work, inter-role conflict deviant behavior affective job disruption",eng,EducationandSocialSciences,2022
Sci. Rep.,co-occurrence cdk4/6 amplification serf biomarkers de novo egfr tki resistance sensitizing egfr mutation non-small cell lung cancer,eng,MedicalResearch,2022
Sci. Rep.,co-occurrence cdk4/6 amplification serf biomarkers de novo egfr tki resistance sensitizing egfr mutation non-small cell lung cancer,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Opt Mater,dibenzothiazole appended 4-hydroxyphenyl acrylonitrile highly selective visual fluorimetric detection cyanide ion,eng,ChemicalEngineering,2022
Opt Mater,dibenzothiazole appended 4-hydroxyphenyl acrylonitrile highly selective visual fluorimetric detection cyanide ion,eng,MaterialsScience,2022
Opt Mater,dibenzothiazole appended 4-hydroxyphenyl acrylonitrile highly selective visual fluorimetric detection cyanide ion,eng,"Biotechnology,BioengineeringandLifeSciences",2022
J. Affective Disord.,collaborative outcome study health functioning infection time adult (coh-fit-adults): design method international online survey targeting physical mental health effect covid-19 pandemic,eng,MedicalResearch,2022
J. Affective Disord.,collaborative outcome study health functioning infection time adult (coh-fit-adults): design method international online survey targeting physical mental health effect covid-19 pandemic,eng,HealthandWellness,2022
J. Affective Disord.,collaborative outcome study health functioning infection time adult (coh-fit-adults): design method international online survey targeting physical mental health effect covid-19 pandemic,eng,EnvironmentalPolicyandGovernance,2022
J. Revenue Pricing Manage.,analyzing forecasting online tour booking using google analytics metric,eng,EducationandSocialSciences,2022
J. Revenue Pricing Manage.,analyzing forecasting online tour booking using google analytics metric,eng,ComputationalTechnologies,2022
J. Revenue Pricing Manage.,analyzing forecasting online tour booking using google analytics metric,eng,AgricultureandFoodScience,2022
Talanta,rapid prototyping ion-selective electrode using low-cost 3d printed internet-of-things (iot) controlled robot,eng,"Biotechnology,BioengineeringandLifeSciences",2022
Talanta,rapid prototyping ion-selective electrode using low-cost 3d printed internet-of-things (iot) controlled robot,eng,MedicalResearch,2022
